employee_id,first_name,last_name,email,phone,hire_date,termination_date,store_id,job_title
2881,Ira,Rao,ira.rao@croma.in,+91-7574849724,2018-10-07,,11895,Store Manager
2882,Kiara,Verma,kiara.verma@outlook.com,+91-9867288429,2022-06-15,,9213,Sales Associate
2883,Ananya,Kulkarni,ananya.kulkarni@croma.in,+91-6913102733,2019-05-12,,2679,Customer Support
2884,Anika,Gowda,anika.gowda@gmail.com,+91-7621362514,2024-05-23,,9261,Sales Associate
2885,Sai,Gowda,sai.gowda@yahoo.in,+91-7909990151,2020-04-23,,2326,Assistant Manager
2886,Ananya,Gupta,ananya.gupta@gmail.com,+91-8899583104,2025-07-28,,8260,Inventory Executive
2887,Krishna,Mehta,krishna.mehta@outlook.com,+91-6213019325,2022-03-24,,11705,Visual Merchandiser
2888,Ishaan,Mehta,ishaan.mehta@yahoo.in,+91-8655154407,2019-11-08,,9675,Customer Support
2889,Ira,Verma,ira.verma@gmail.com,+91-8168700968,2023-10-11,,6922,Inventory Executive
2890,Aadhya,Nair,aadhya.nair@gmail.com,+91-6231197697,2020-06-05,,4336,Assistant Manager
2891,Vihaan,Gowda,vihaan.gowda@outlook.com,+91-7297589101,2023-02-11,,5859,Assistant Manager
2892,Rudra,Shetty,rudra.shetty@yahoo.in,+91-6362307437,2021-06-06,,11291,Customer Support
2893,Myra,Khan,myra.khan@outlook.com,+91-6250798272,2025-08-19,,198,Assistant Manager
2894,Shaurya,Yadav,shaurya.yadav@outlook.com,+91-8969510157,2023-12-02,,2425,Assistant Manager
2895,Aarav,Nair,aarav.nair@yahoo.in,+91-8535331951,2020-06-08,,8327,Sales Associate
2896,Arjun,Reddy,arjun.reddy@gmail.com,+91-8131575172,2022-03-19,,10207,Customer Support
2897,Pari,Reddy,pari.reddy@gmail.com,+91-8457772505,2025-07-09,,2431,Cashier
2898,Aarav,Nair,aarav.nair@yahoo.in,+91-7011193941,2023-09-22,,234,Assistant Manager
2899,Myra,Reddy,myra.reddy@outlook.com,+91-7970140400,2020-03-28,,7001,Assistant Manager
2900,Pari,Patel,pari.patel@gmail.com,+91-9518633097,2019-02-15,,9622,Assistant Manager
2901,Krishna,Sharma,krishna.sharma@croma.in,+91-8798069028,2024-02-14,,11918,Customer Support
2902,Aadhya,Das,aadhya.das@outlook.com,+91-9064729965,2021-12-07,,1531,Store Manager
2903,Ananya,Ghosh,ananya.ghosh@croma.in,+91-6105276792,2023-05-05,,3820,Store Manager
2904,Shaurya,Singh,shaurya.singh@gmail.com,+91-8973548914,2020-06-12,,270,Assistant Manager
2905,Krishna,Gupta,krishna.gupta@croma.in,+91-7538710078,2021-12-17,,2441,Store Manager
2906,Ishaan,Das,ishaan.das@croma.in,+91-9719355546,2018-08-16,,400,Visual Merchandiser
2907,Aadhya,Ghosh,aadhya.ghosh@croma.in,+91-6930096737,2025-07-21,,10391,Assistant Manager
2908,Ishaan,Gupta,ishaan.gupta@yahoo.in,+91-6589299081,2019-03-29,,1144,Sales Associate
2909,Anika,Nair,anika.nair@croma.in,+91-9557698984,2020-04-10,,7427,Assistant Manager
2910,Shaurya,Yadav,shaurya.yadav@croma.in,+91-6894654851,2022-06-16,,6568,Inventory Executive
2911,Ananya,Shetty,ananya.shetty@gmail.com,+91-9660001617,2018-04-29,,6980,Inventory Executive
2912,Sara,Singh,sara.singh@outlook.com,+91-8312679089,2022-07-10,,7294,Sales Associate
2913,Ishaan,Ghosh,ishaan.ghosh@gmail.com,+91-7810828847,2022-12-27,,11201,Customer Support
2914,Pari,Khan,pari.khan@yahoo.in,+91-8189671630,2024-04-02,,3479,Customer Support
2915,Sai,Khan,sai.khan@gmail.com,+91-7938783167,2021-10-01,,8856,Visual Merchandiser
2916,Aarav,Iyer,aarav.iyer@gmail.com,+91-7709987652,2020-02-12,,2905,Cashier
2917,Anika,Gupta,anika.gupta@yahoo.in,+91-9585583666,2018-01-06,,5049,Cashier
2918,Rudra,Chopra,rudra.chopra@croma.in,+91-6906540847,2019-02-07,,10759,Inventory Executive
2919,Aisha,Ghosh,aisha.ghosh@outlook.com,+91-6942949045,2025-01-30,,7507,Visual Merchandiser
2920,Rudra,Singh,rudra.singh@yahoo.in,+91-9565738779,2025-02-24,,4391,Visual Merchandiser
2921,Vihaan,Chopra,vihaan.chopra@outlook.com,+91-6386054145,2021-03-22,,6594,Assistant Manager
2922,Ishaan,Khan,ishaan.khan@outlook.com,+91-9386989575,2019-11-11,,7336,Customer Support
2923,Rudra,Yadav,rudra.yadav@croma.in,+91-6356927774,2019-12-10,,11916,Inventory Executive
2924,Arjun,Mishra,arjun.mishra@croma.in,+91-8322310881,2018-02-16,2018-11-01,11484,Visual Merchandiser
2925,Aisha,Ghosh,aisha.ghosh@gmail.com,+91-6909661690,2023-09-07,,3659,Assistant Manager
2926,Aisha,Bose,aisha.bose@outlook.com,+91-9350066784,2024-05-18,,8353,Sales Associate
2927,Vihaan,Khan,vihaan.khan@croma.in,+91-7464082797,2021-04-23,,3799,Store Manager
2928,Anika,Sharma,anika.sharma@outlook.com,+91-6105332448,2018-10-29,,6853,Cashier
2929,Ananya,Sharma,ananya.sharma@gmail.com,+91-6499028209,2019-06-24,,9736,Store Manager
2930,Pari,Yadav,pari.yadav@gmail.com,+91-6468310130,2025-04-07,,1072,Sales Associate
2931,Ishaan,Gowda,ishaan.gowda@croma.in,+91-9514652046,2023-08-18,2025-02-25,11271,Store Manager
2932,Sai,Shetty,sai.shetty@yahoo.in,+91-8152019385,2020-03-21,,3876,Store Manager
2933,Krishna,Gupta,krishna.gupta@yahoo.in,+91-9283082479,2019-12-07,,3296,Customer Support
2934,Arjun,Chopra,arjun.chopra@gmail.com,+91-7329005247,2019-12-09,,4564,Assistant Manager
2935,Anika,Das,anika.das@outlook.com,+91-8750429957,2019-07-06,,2536,Visual Merchandiser
2936,Vivaan,Ghosh,vivaan.ghosh@outlook.com,+91-8032570202,2024-03-17,,830,Store Manager
2937,Aadhya,Patel,aadhya.patel@yahoo.in,+91-7811259950,2024-07-31,,7815,Cashier
2938,Ishaan,Nair,ishaan.nair@outlook.com,+91-7677747995,2020-09-01,,4571,Store Manager
2939,Aadhya,Ghosh,aadhya.ghosh@gmail.com,+91-8422015311,2023-02-19,,709,Assistant Manager
2940,Krishna,Khan,krishna.khan@gmail.com,+91-6319528347,2024-12-19,,4041,Visual Merchandiser
2941,Diya,Patel,diya.patel@gmail.com,+91-6211489719,2022-09-29,,10069,Inventory Executive
2942,Anika,Nair,anika.nair@outlook.com,+91-9007938976,2020-02-28,,9939,Store Manager
2943,Ishaan,Patel,ishaan.patel@croma.in,+91-7929092404,2023-04-16,,7152,Cashier
2944,Rudra,Singh,rudra.singh@outlook.com,+91-8283872224,2020-09-21,,3383,Sales Associate
2945,Shaurya,Yadav,shaurya.yadav@yahoo.in,+91-6084908774,2025-07-03,,10699,Sales Associate
2946,Vivaan,Yadav,vivaan.yadav@croma.in,+91-8036675297,2020-08-11,,767,Inventory Executive
2947,Aisha,Sharma,aisha.sharma@croma.in,+91-8584464060,2024-04-28,,11285,Cashier
2948,Rudra,Rao,rudra.rao@gmail.com,+91-6950526481,2022-05-07,,10591,Assistant Manager
2949,Ira,Gupta,ira.gupta@outlook.com,+91-8603856582,2024-04-02,,2630,Assistant Manager
2950,Krishna,Nair,krishna.nair@outlook.com,+91-7208138161,2023-02-08,2023-03-04,385,Visual Merchandiser
2951,Sara,Singh,sara.singh@croma.in,+91-8229462153,2022-12-04,,6889,Customer Support
2952,Sara,Ghosh,sara.ghosh@outlook.com,+91-8883618224,2018-08-29,,5620,Cashier
2953,Anika,Ghosh,anika.ghosh@gmail.com,+91-8865895107,2018-11-08,,7503,Inventory Executive
2954,Krishna,Gupta,krishna.gupta@outlook.com,+91-9470072928,2023-11-10,,10638,Inventory Executive
2955,Kiara,Iyer,kiara.iyer@croma.in,+91-8851423045,2018-08-27,,10509,Assistant Manager
2956,Myra,Bose,myra.bose@croma.in,+91-8108775721,2021-02-01,,2228,Customer Support
2957,Diya,Khan,diya.khan@outlook.com,+91-6404581655,2021-07-02,,8680,Sales Associate
2958,Ishaan,Iyer,ishaan.iyer@yahoo.in,+91-9049469564,2024-01-31,,5153,Store Manager
2959,Kiara,Mishra,kiara.mishra@croma.in,+91-6045355907,2018-06-25,,730,Cashier
2960,Pari,Das,pari.das@outlook.com,+91-9469540341,2025-01-26,,8995,Store Manager
2961,Sara,Mehta,sara.mehta@gmail.com,+91-6165095702,2020-04-18,,11746,Inventory Executive
2962,Vivaan,Gupta,vivaan.gupta@gmail.com,+91-9329183658,2022-12-12,,6470,Assistant Manager
2963,Ananya,Chopra,ananya.chopra@outlook.com,+91-7795054358,2018-07-21,,572,Visual Merchandiser
2964,Vivaan,Patel,vivaan.patel@croma.in,+91-6088677996,2024-11-16,,11282,Inventory Executive
2965,Anika,Mishra,anika.mishra@outlook.com,+91-9398256070,2018-06-14,,8139,Store Manager
2966,Myra,Rao,myra.rao@yahoo.in,+91-9472865171,2022-09-18,,9164,Sales Associate
2967,Ira,Shetty,ira.shetty@outlook.com,+91-7085292358,2024-11-07,,2130,Store Manager
2968,Pari,Kulkarni,pari.kulkarni@croma.in,+91-7876839938,2022-04-03,,4522,Customer Support
2969,Vihaan,Verma,vihaan.verma@gmail.com,+91-7598673955,2022-07-27,,2893,Customer Support
2970,Sara,Reddy,sara.reddy@yahoo.in,+91-8045112565,2023-11-14,,11218,Visual Merchandiser
2971,Aadhya,Gowda,aadhya.gowda@gmail.com,+91-9529438020,2019-05-18,,5480,Customer Support
2972,Sara,Reddy,sara.reddy@croma.in,+91-8917757078,2022-05-24,,6680,Assistant Manager
2973,Sara,Gupta,sara.gupta@croma.in,+91-6594027856,2018-03-08,,4347,Store Manager
2974,Aarav,Ghosh,aarav.ghosh@croma.in,+91-9647549414,2020-07-14,,4857,Visual Merchandiser
2975,Myra,Verma,myra.verma@gmail.com,+91-6867360716,2022-06-03,,4825,Inventory Executive
2976,Aisha,Gupta,aisha.gupta@yahoo.in,+91-9015489958,2023-09-23,,1257,Cashier
2977,Arjun,Nair,arjun.nair@croma.in,+91-6425078186,2020-07-07,,1401,Store Manager
2978,Shaurya,Khan,shaurya.khan@outlook.com,+91-7661389259,2020-12-10,,3175,Customer Support
2979,Anika,Sharma,anika.sharma@outlook.com,+91-9687904099,2019-07-13,,1773,Inventory Executive
2980,Aditya,Gowda,aditya.gowda@yahoo.in,+91-7716361121,2023-12-08,,2398,Inventory Executive
2981,Ishaan,Yadav,ishaan.yadav@croma.in,+91-8449356573,2021-08-13,,685,Cashier
2982,Ananya,Iyer,ananya.iyer@yahoo.in,+91-7622031546,2023-04-27,,6617,Assistant Manager
2983,Diya,Patel,diya.patel@outlook.com,+91-6066446455,2024-02-13,,8410,Cashier
2984,Myra,Iyer,myra.iyer@croma.in,+91-9151257727,2019-03-23,,3545,Sales Associate
2985,Aarav,Reddy,aarav.reddy@yahoo.in,+91-9469027638,2025-02-01,,7761,Store Manager
2986,Sara,Reddy,sara.reddy@outlook.com,+91-9936122752,2021-09-16,,2904,Visual Merchandiser
2987,Shaurya,Singh,shaurya.singh@yahoo.in,+91-9232614285,2018-11-18,,1431,Cashier
2988,Krishna,Gupta,krishna.gupta@gmail.com,+91-8528839400,2023-06-24,2024-08-29,5406,Inventory Executive
2989,Arjun,Shetty,arjun.shetty@outlook.com,+91-8023285130,2022-05-21,,5375,Sales Associate
2990,Aadhya,Das,aadhya.das@croma.in,+91-9170120199,2020-02-27,,2280,Store Manager
2991,Aditya,Ghosh,aditya.ghosh@outlook.com,+91-6539739940,2025-01-05,,8774,Store Manager
2992,Vihaan,Gowda,vihaan.gowda@gmail.com,+91-6541877898,2024-05-14,,7482,Sales Associate
2993,Kiara,Iyer,kiara.iyer@outlook.com,+91-6280930408,2019-05-05,,7671,Inventory Executive
2994,Arjun,Mishra,arjun.mishra@outlook.com,+91-6527958521,2020-08-18,,3819,Visual Merchandiser
2995,Aadhya,Patel,aadhya.patel@yahoo.in,+91-6086451021,2022-09-26,,11557,Sales Associate
2996,Aditya,Mehta,aditya.mehta@outlook.com,+91-8091167249,2020-12-30,,2844,Inventory Executive
2997,Sai,Rao,sai.rao@gmail.com,+91-6185950398,2019-05-13,,10075,Sales Associate
2998,Aarav,Chopra,aarav.chopra@croma.in,+91-7747863562,2023-09-15,,186,Inventory Executive
2999,Myra,Reddy,myra.reddy@gmail.com,+91-9484573463,2023-11-27,,11481,Inventory Executive
3000,Ira,Rao,ira.rao@yahoo.in,+91-6338863713,2018-06-24,,8029,Customer Support
3001,Diya,Mehta,diya.mehta@outlook.com,+91-7095255907,2018-07-22,,5418,Sales Associate
3002,Diya,Shetty,diya.shetty@outlook.com,+91-8757810208,2021-11-28,,6440,Inventory Executive
3003,Ira,Shetty,ira.shetty@yahoo.in,+91-9813210308,2024-08-01,,6005,Sales Associate
3004,Shaurya,Shetty,shaurya.shetty@gmail.com,+91-9476336352,2020-03-25,,4859,Cashier
3005,Myra,Patel,myra.patel@yahoo.in,+91-8692484731,2019-08-30,,7947,Customer Support
3006,Vihaan,Bose,vihaan.bose@outlook.com,+91-7021020268,2019-11-19,,6713,Inventory Executive
3007,Pari,Patel,pari.patel@outlook.com,+91-6769906956,2018-12-30,,9735,Cashier
3008,Krishna,Iyer,krishna.iyer@croma.in,+91-8748577218,2019-07-05,,6347,Sales Associate
3009,Myra,Ghosh,myra.ghosh@outlook.com,+91-6213474462,2025-04-10,2025-08-16,4915,Assistant Manager
3010,Krishna,Nair,krishna.nair@yahoo.in,+91-6826402932,2020-07-17,,9757,Sales Associate
3011,Arjun,Yadav,arjun.yadav@yahoo.in,+91-7611450370,2025-01-10,,7954,Visual Merchandiser
3012,Aditya,Mishra,aditya.mishra@gmail.com,+91-8119935778,2021-04-09,,10344,Store Manager
3013,Diya,Bose,diya.bose@yahoo.in,+91-7556470702,2019-05-16,,7393,Store Manager
3014,Vivaan,Mehta,vivaan.mehta@outlook.com,+91-8623840031,2021-06-04,,11359,Cashier
3015,Diya,Reddy,diya.reddy@croma.in,+91-7499785555,2023-12-16,,4059,Assistant Manager
3016,Myra,Gupta,myra.gupta@gmail.com,+91-8864291579,2020-10-19,,8134,Cashier
3017,Vihaan,Sharma,vihaan.sharma@outlook.com,+91-9715450977,2018-11-11,,3567,Sales Associate
3018,Anika,Reddy,anika.reddy@outlook.com,+91-7996282263,2024-01-26,,10952,Store Manager
3019,Diya,Gowda,diya.gowda@croma.in,+91-7737762883,2021-03-21,,974,Sales Associate
3020,Krishna,Yadav,krishna.yadav@gmail.com,+91-6063541731,2022-05-17,,4175,Cashier
3021,Aisha,Reddy,aisha.reddy@gmail.com,+91-8382454531,2020-07-10,,11530,Inventory Executive
3022,Pari,Bose,pari.bose@gmail.com,+91-8861743899,2024-06-21,,7955,Assistant Manager
3023,Ishaan,Shetty,ishaan.shetty@yahoo.in,+91-9797824236,2022-07-22,,4137,Cashier
3024,Shaurya,Gupta,shaurya.gupta@outlook.com,+91-7549677696,2025-03-13,,8839,Store Manager
3025,Krishna,Reddy,krishna.reddy@yahoo.in,+91-8823663345,2022-07-16,,9802,Assistant Manager
3026,Kiara,Kulkarni,kiara.kulkarni@gmail.com,+91-7504509202,2022-01-09,,4913,Inventory Executive
3027,Aditya,Rao,aditya.rao@gmail.com,+91-9435718148,2018-01-23,,6809,Store Manager
3028,Ishaan,Sharma,ishaan.sharma@croma.in,+91-6628060077,2024-12-19,,5638,Store Manager
3029,Sai,Singh,sai.singh@croma.in,+91-8332260908,2021-02-13,2024-07-26,8649,Assistant Manager
3030,Aditya,Kulkarni,aditya.kulkarni@gmail.com,+91-6216100925,2019-10-20,,7863,Sales Associate
3031,Ishaan,Gupta,ishaan.gupta@yahoo.in,+91-7534319358,2019-07-27,,520,Cashier
3032,Sara,Singh,sara.singh@gmail.com,+91-7467639343,2024-04-07,,7465,Store Manager
3033,Rudra,Das,rudra.das@croma.in,+91-9241866408,2020-08-09,,8873,Inventory Executive
3034,Ishaan,Iyer,ishaan.iyer@croma.in,+91-9992945253,2018-12-26,,6647,Customer Support
3035,Diya,Reddy,diya.reddy@yahoo.in,+91-9717811285,2023-05-25,,4263,Sales Associate
3036,Rudra,Patel,rudra.patel@outlook.com,+91-8540160364,2018-02-14,,7142,Visual Merchandiser
3037,Rudra,Verma,rudra.verma@gmail.com,+91-8650658247,2020-12-16,,11164,Inventory Executive
3038,Aarav,Singh,aarav.singh@croma.in,+91-7909423912,2021-06-25,,6978,Cashier
3039,Sai,Reddy,sai.reddy@gmail.com,+91-9168500219,2018-07-11,,7798,Cashier
3040,Rudra,Sharma,rudra.sharma@gmail.com,+91-6011469557,2024-08-03,,8147,Customer Support
3041,Aarav,Bose,aarav.bose@croma.in,+91-7713538377,2018-06-12,,1586,Store Manager
3042,Diya,Chopra,diya.chopra@yahoo.in,+91-6354966784,2020-11-05,,2510,Cashier
3043,Aadhya,Patel,aadhya.patel@outlook.com,+91-7868425415,2020-05-14,,10974,Store Manager
3044,Shaurya,Mishra,shaurya.mishra@outlook.com,+91-8855927332,2019-09-09,,6579,Inventory Executive
3045,Arjun,Chopra,arjun.chopra@outlook.com,+91-9120323556,2020-09-17,,1726,Assistant Manager
3046,Arjun,Iyer,arjun.iyer@croma.in,+91-9767582474,2023-01-26,,9795,Customer Support
3047,Rudra,Reddy,rudra.reddy@gmail.com,+91-8830024687,2023-09-13,,6210,Customer Support
3048,Arjun,Mehta,arjun.mehta@outlook.com,+91-9307977586,2024-05-11,,979,Assistant Manager
3049,Vivaan,Shetty,vivaan.shetty@yahoo.in,+91-9327314320,2022-02-02,,10507,Assistant Manager
3050,Anika,Ghosh,anika.ghosh@yahoo.in,+91-7994106417,2019-02-10,,8161,Customer Support
3051,Vihaan,Iyer,vihaan.iyer@gmail.com,+91-7195622761,2018-11-20,,3147,Assistant Manager
3052,Sai,Singh,sai.singh@gmail.com,+91-7626084860,2022-04-30,2024-04-30,10988,Inventory Executive
3053,Aditya,Shetty,aditya.shetty@yahoo.in,+91-8615286783,2022-09-10,,3478,Visual Merchandiser
3054,Diya,Das,diya.das@croma.in,+91-8401395200,2021-04-19,,84,Cashier
3055,Aditya,Mehta,aditya.mehta@gmail.com,+91-6167754328,2018-05-25,,4254,Store Manager
3056,Pari,Verma,pari.verma@yahoo.in,+91-9895258043,2025-01-12,,2659,Assistant Manager
3057,Krishna,Sharma,krishna.sharma@outlook.com,+91-9879936257,2019-10-06,,3134,Assistant Manager
3058,Aadhya,Khan,aadhya.khan@gmail.com,+91-8203266541,2020-05-26,,9016,Assistant Manager
3059,Anika,Gowda,anika.gowda@outlook.com,+91-7120972903,2018-01-21,,9881,Store Manager
3060,Kiara,Mishra,kiara.mishra@outlook.com,+91-7667917453,2021-04-25,,7714,Store Manager
3061,Diya,Mehta,diya.mehta@yahoo.in,+91-6132490049,2021-03-18,,1973,Inventory Executive
3062,Shaurya,Verma,shaurya.verma@gmail.com,+91-7160861182,2019-10-04,,5989,Inventory Executive
3063,Vihaan,Kulkarni,vihaan.kulkarni@gmail.com,+91-7419156424,2022-04-24,,6700,Inventory Executive
3064,Ishaan,Ghosh,ishaan.ghosh@yahoo.in,+91-9885489316,2023-02-12,,3736,Store Manager
3065,Arjun,Khan,arjun.khan@gmail.com,+91-7789401777,2021-05-08,,2918,Inventory Executive
3066,Ananya,Nair,ananya.nair@croma.in,+91-8433772441,2022-05-03,,2623,Visual Merchandiser
3067,Diya,Singh,diya.singh@yahoo.in,+91-9506178034,2023-03-20,,4486,Assistant Manager
3068,Ananya,Verma,ananya.verma@gmail.com,+91-8770709132,2025-06-15,,2242,Assistant Manager
3069,Arjun,Nair,arjun.nair@gmail.com,+91-9252001946,2021-10-17,,10124,Customer Support
3070,Aditya,Verma,aditya.verma@yahoo.in,+91-8906325268,2021-09-09,,5355,Customer Support
3071,Vivaan,Mishra,vivaan.mishra@yahoo.in,+91-9842792174,2022-04-18,,6812,Inventory Executive
3072,Myra,Yadav,myra.yadav@croma.in,+91-9205118487,2025-04-27,,3493,Cashier
3073,Rudra,Mishra,rudra.mishra@yahoo.in,+91-7020147198,2020-03-22,,4135,Cashier
3074,Shaurya,Das,shaurya.das@gmail.com,+91-9341402147,2024-12-31,,198,Visual Merchandiser
3075,Aarav,Patel,aarav.patel@outlook.com,+91-9699546397,2020-09-02,,8783,Sales Associate
3076,Ananya,Gupta,ananya.gupta@yahoo.in,+91-8437465286,2021-08-10,,10915,Store Manager
3077,Ananya,Bose,ananya.bose@yahoo.in,+91-8242712843,2022-12-09,,6444,Customer Support
3078,Aditya,Nair,aditya.nair@gmail.com,+91-9532843392,2022-12-02,,61,Visual Merchandiser
3079,Ananya,Khan,ananya.khan@gmail.com,+91-6042863207,2020-05-05,,3721,Inventory Executive
3080,Krishna,Ghosh,krishna.ghosh@yahoo.in,+91-7345348580,2019-09-27,,51,Visual Merchandiser
3081,Aisha,Gupta,aisha.gupta@yahoo.in,+91-8791824395,2025-07-06,,7671,Inventory Executive
3082,Ananya,Verma,ananya.verma@outlook.com,+91-6199366572,2020-06-16,,8583,Visual Merchandiser
3083,Sai,Yadav,sai.yadav@gmail.com,+91-7302896346,2024-02-11,,10961,Inventory Executive
3084,Sara,Gupta,sara.gupta@gmail.com,+91-9339881469,2020-08-30,,2124,Assistant Manager
3085,Vihaan,Kulkarni,vihaan.kulkarni@outlook.com,+91-9818532030,2024-12-19,,1105,Sales Associate
3086,Rudra,Mishra,rudra.mishra@outlook.com,+91-9086091464,2019-08-13,,5836,Sales Associate
3087,Ira,Yadav,ira.yadav@gmail.com,+91-9793421678,2018-02-13,,7227,Inventory Executive
3088,Aarav,Ghosh,aarav.ghosh@croma.in,+91-7429045230,2018-09-30,,7898,Inventory Executive
3089,Aditya,Verma,aditya.verma@gmail.com,+91-6916816538,2025-08-21,,3866,Inventory Executive
3090,Pari,Khan,pari.khan@yahoo.in,+91-6591832585,2022-07-22,,3835,Store Manager
3091,Pari,Das,pari.das@gmail.com,+91-8451975312,2019-08-03,,10336,Sales Associate
3092,Sara,Bose,sara.bose@outlook.com,+91-6840644073,2019-12-05,,1218,Inventory Executive
3093,Vivaan,Reddy,vivaan.reddy@croma.in,+91-8028917054,2024-05-18,,1776,Customer Support
3094,Shaurya,Das,shaurya.das@croma.in,+91-7960167714,2019-04-13,,899,Assistant Manager
3095,Shaurya,Bose,shaurya.bose@yahoo.in,+91-7591387032,2018-01-21,,6900,Sales Associate
3096,Diya,Gowda,diya.gowda@yahoo.in,+91-9460048249,2024-12-08,2025-04-15,1143,Inventory Executive
3097,Shaurya,Singh,shaurya.singh@croma.in,+91-7075877279,2018-11-10,,10412,Assistant Manager
3098,Krishna,Gupta,krishna.gupta@yahoo.in,+91-8379117995,2022-02-22,,5257,Cashier
3099,Aisha,Gowda,aisha.gowda@gmail.com,+91-6817351011,2022-06-01,,5188,Visual Merchandiser
3100,Ira,Shetty,ira.shetty@outlook.com,+91-7188618003,2022-08-22,,3844,Visual Merchandiser
3101,Diya,Iyer,diya.iyer@gmail.com,+91-8029062063,2025-07-04,2025-07-17,10087,Cashier
3102,Ananya,Verma,ananya.verma@yahoo.in,+91-9280837691,2022-09-02,,9963,Customer Support
3103,Diya,Ghosh,diya.ghosh@outlook.com,+91-9808306668,2019-08-03,,5859,Visual Merchandiser
3104,Krishna,Chopra,krishna.chopra@gmail.com,+91-7686592313,2019-11-05,,4226,Assistant Manager
3105,Aisha,Sharma,aisha.sharma@yahoo.in,+91-8984870254,2020-04-03,2023-07-02,5954,Sales Associate
3106,Myra,Kulkarni,myra.kulkarni@yahoo.in,+91-6132329317,2023-12-19,,1654,Visual Merchandiser
3107,Arjun,Chopra,arjun.chopra@yahoo.in,+91-6644892885,2018-12-08,,2559,Cashier
3108,Ira,Mishra,ira.mishra@gmail.com,+91-9690512435,2018-08-10,,10142,Inventory Executive
3109,Vihaan,Gupta,vihaan.gupta@gmail.com,+91-9633132643,2018-08-15,,10385,Inventory Executive
3110,Anika,Sharma,anika.sharma@croma.in,+91-9487105799,2024-12-17,,3759,Visual Merchandiser
3111,Ishaan,Iyer,ishaan.iyer@yahoo.in,+91-6521731036,2019-10-27,,10731,Customer Support
3112,Sara,Das,sara.das@gmail.com,+91-6324425949,2023-03-13,,2523,Cashier
3113,Anika,Gupta,anika.gupta@yahoo.in,+91-8928852255,2018-08-03,,1177,Assistant Manager
3114,Pari,Khan,pari.khan@outlook.com,+91-8874487961,2023-10-17,,1025,Store Manager
3115,Shaurya,Iyer,shaurya.iyer@gmail.com,+91-8592975073,2020-06-14,,9725,Cashier
3116,Vivaan,Das,vivaan.das@yahoo.in,+91-9614105207,2025-05-21,,8200,Assistant Manager
3117,Myra,Patel,myra.patel@outlook.com,+91-6330677607,2023-07-23,,3706,Visual Merchandiser
3118,Sara,Ghosh,sara.ghosh@gmail.com,+91-6973482974,2024-05-28,,8139,Sales Associate
3119,Vihaan,Chopra,vihaan.chopra@outlook.com,+91-8432977227,2022-09-09,,8610,Sales Associate
3120,Krishna,Das,krishna.das@outlook.com,+91-6123398134,2025-04-22,,11922,Sales Associate
3121,Myra,Kulkarni,myra.kulkarni@gmail.com,+91-9099495755,2022-10-09,,10268,Inventory Executive
3122,Vivaan,Yadav,vivaan.yadav@croma.in,+91-6489826884,2019-10-25,,3107,Sales Associate
3123,Aisha,Bose,aisha.bose@gmail.com,+91-9529945483,2019-11-12,,1689,Visual Merchandiser
3124,Vihaan,Mehta,vihaan.mehta@yahoo.in,+91-6220393018,2019-06-08,2019-08-24,1845,Cashier
3125,Shaurya,Nair,shaurya.nair@outlook.com,+91-7432424155,2023-04-11,,11986,Cashier
3126,Anika,Nair,anika.nair@croma.in,+91-6734458431,2020-01-17,,2219,Assistant Manager
3127,Aarav,Verma,aarav.verma@yahoo.in,+91-8186963520,2023-08-07,,3956,Store Manager
3128,Krishna,Sharma,krishna.sharma@gmail.com,+91-7637654718,2019-08-18,,3003,Store Manager
3129,Sai,Yadav,sai.yadav@outlook.com,+91-6364762198,2024-06-29,2025-08-28,4649,Visual Merchandiser
3130,Pari,Ghosh,pari.ghosh@outlook.com,+91-9734611142,2020-11-10,,7256,Visual Merchandiser
3131,Pari,Bose,pari.bose@gmail.com,+91-7860794448,2019-09-09,,7862,Sales Associate
3132,Pari,Bose,pari.bose@croma.in,+91-8914501375,2019-07-19,2020-01-23,6116,Assistant Manager
3133,Sara,Iyer,sara.iyer@yahoo.in,+91-9301474455,2022-06-08,,4983,Visual Merchandiser
3134,Myra,Mehta,myra.mehta@gmail.com,+91-8615966675,2023-01-20,,10430,Cashier
3135,Arjun,Chopra,arjun.chopra@outlook.com,+91-8462761018,2023-05-02,,9579,Assistant Manager
3136,Sai,Ghosh,sai.ghosh@yahoo.in,+91-8679075685,2021-06-08,,9392,Inventory Executive
3137,Sai,Kulkarni,sai.kulkarni@outlook.com,+91-6402448137,2020-07-11,,2224,Inventory Executive
3138,Ananya,Gupta,ananya.gupta@outlook.com,+91-7101565175,2018-04-18,,2878,Sales Associate
3139,Vihaan,Rao,vihaan.rao@outlook.com,+91-9160246984,2024-12-09,,9918,Assistant Manager
3140,Shaurya,Das,shaurya.das@yahoo.in,+91-9803824797,2023-12-23,,8478,Cashier
3141,Sai,Verma,sai.verma@yahoo.in,+91-6259537680,2020-08-21,,4102,Assistant Manager
3142,Ananya,Mishra,ananya.mishra@outlook.com,+91-6874401926,2020-07-07,,10130,Sales Associate
3143,Diya,Chopra,diya.chopra@outlook.com,+91-8952619551,2025-06-18,,9258,Assistant Manager
3144,Aarav,Gowda,aarav.gowda@gmail.com,+91-9332598152,2019-03-15,2021-12-11,7127,Store Manager
3145,Sai,Shetty,sai.shetty@gmail.com,+91-8924162992,2025-06-17,,1640,Visual Merchandiser
